,policy_id,customer_education,incident_type_breakin,num_injuries,vehicle_claim,driver_relationship_self,driver_relationship_na,authorities_contacted_none,policy_state_nv,auto_year,num_vehicles_involved,policy_annual_premium,customer_gender_male,policy_deductable,policy_liability,driver_relationship_other,collision_type_rear,incident_type_theft,incident_month,num_insurers_past_5_years,police_report_available,authorities_contacted_police,incident_severity,num_claims_past_year,collision_type_na,num_witnesses,collision_type_side,months_as_customer,customer_gender_female,policy_state_az,incident_day,policy_state_id,policy_state_or,injury_claim,customer_age,collision_type_front,authorities_contacted_fire,incident_type_collision,driver_relationship_child,fraud,incident_dow,authorities_contacted_ambulance,policy_state_ca,total_claim_amount,policy_state_wa,incident_hour,driver_relationship_spouse
2781,3364,1,0,0,7500.0,1,0,0,0,2009,1,3000,0,750,2,0,0,0,1,1,0,1,1,1,0,0,1,88,1,0,1,0,0,0.0,42,0,0,1,0,0,1,0,0,7500.0,1,9,0
2782,48,2,0,0,18000.0,1,0,0,0,2014,2,2550,1,750,3,0,1,0,12,1,1,1,1,0,0,0,0,127,0,0,31,0,0,0.0,38,0,0,1,0,0,1,0,0,18000.0,1,12,0
2783,1714,1,0,0,14000.0,1,0,1,0,2020,1,3000,0,750,0,0,0,0,11,2,0,0,0,0,0,0,1,52,1,0,11,0,0,0.0,61,0,0,1,0,0,0,0,1,14000.0,0,12,0
2784,52,3,1,0,12000.0,0,1,0,0,2012,1,3000,0,750,1,0,0,0,10,1,0,1,1,0,1,0,0,102,1,0,10,0,0,0.0,40,0,0,0,0,0,3,0,0,12000.0,1,8,0
2785,59,3,0,1,24000.0,1,0,0,0,2020,2,3000,1,750,3,0,0,0,11,1,0,0,1,0,0,0,0,64,0,1,15,0,0,6000.0,51,1,0,1,0,0,4,1,0,30000.0,0,12,0
2786,62,1,0,0,39500.0,1,0,0,0,2018,3,3000,1,750,2,0,0,0,3,1,1,1,2,0,0,0,0,370,0,0,31,0,1,0.0,75,1,0,1,0,0,6,0,0,39500.0,0,6,0
2787,1729,1,1,0,18000.0,0,1,0,0,2016,1,3000,0,750,0,0,0,0,10,1,0,1,0,0,1,0,0,98,1,1,11,0,0,0.0,54,0,0,0,0,0,4,0,0,18000.0,0,1,0
2788,3390,3,0,1,20000.0,1,0,0,0,2019,3,3000,1,750,1,0,0,0,6,2,1,1,1,2,0,0,0,57,0,0,12,0,0,25000.0,29,1,0,1,0,0,2,0,1,45000.0,0,18,0
2789,1736,2,0,4,44000.0,0,0,0,0,2020,3,3000,1,750,0,0,1,0,1,1,1,1,2,0,0,0,0,95,0,0,15,0,0,20500.0,36,0,0,1,0,0,1,0,1,64500.0,0,14,1
2790,75,3,0,1,23000.0,0,0,0,0,2016,2,3000,1,750,3,0,1,0,8,1,0,0,2,0,0,0,0,112,0,1,27,0,0,45000.0,62,0,1,1,1,0,1,0,0,68000.0,0,12,0
2791,80,3,0,0,8500.0,1,0,1,0,2013,2,3000,0,750,2,0,0,0,3,1,0,0,0,0,0,0,0,187,1,0,10,0,0,0.0,63,1,0,1,0,0,6,0,1,8500.0,0,14,0
2792,3406,1,0,2,14500.0,0,0,0,1,2017,2,3000,0,750,2,0,0,0,2,4,0,1,1,1,0,3,0,22,1,0,28,0,0,9500.0,48,1,0,1,0,0,3,0,0,24000.0,0,18,1
2793,87,3,1,0,12000.0,0,1,1,0,2016,1,2550,0,750,2,0,0,0,8,1,0,0,0,0,1,1,0,113,1,0,18,0,0,0.0,39,0,0,0,0,0,6,0,1,12000.0,0,14,0
2794,1764,3,0,1,24000.0,1,0,0,0,2012,3,3000,1,750,1,0,0,0,12,1,1,1,2,0,0,2,0,66,0,0,22,0,0,19000.0,69,1,0,1,0,0,6,0,1,43000.0,0,9,0
2795,97,3,1,0,12000.0,0,1,0,0,2020,1,3000,1,750,2,0,0,0,11,1,0,1,0,0,1,0,0,58,0,0,5,0,0,0.0,45,0,0,0,0,0,1,0,0,12000.0,1,10,0
2796,3425,3,0,0,33500.0,1,0,0,0,2017,3,3000,1,750,2,0,0,0,7,1,1,1,2,0,0,3,0,206,0,0,23,0,0,0.0,44,1,0,1,0,0,1,0,1,33500.0,0,10,0
2797,3426,3,0,0,19500.0,1,0,0,0,2018,3,3000,0,750,2,0,1,0,4,2,1,1,1,0,0,2,0,19,1,0,24,0,0,0.0,30,0,0,1,0,0,2,0,1,19500.0,0,6,0
2798,110,3,0,0,13000.0,0,0,1,0,2015,2,3000,1,750,2,1,0,0,12,1,0,0,0,1,0,2,0,149,0,1,25,0,0,0.0,46,1,0,1,0,1,2,0,0,13000.0,0,20,0
2799,1782,3,0,1,14500.0,1,0,0,0,2016,2,3000,0,750,0,0,0,0,1,1,1,1,1,1,0,1,1,18,1,0,13,0,0,6000.0,50,0,0,1,0,0,6,0,1,20500.0,0,18,0
2800,130,2,1,0,8000.0,0,1,0,0,2013,1,3000,0,750,2,0,0,0,1,1,0,1,0,0,1,0,0,71,1,0,25,0,0,0.0,49,0,0,0,0,0,4,0,0,8000.0,1,16,0
2801,1799,1,0,1,35000.0,1,0,0,0,2020,2,3000,1,750,0,0,1,0,8,1,1,1,2,0,0,1,0,132,0,1,6,0,0,2000.0,33,0,0,1,0,0,1,0,0,37000.0,0,3,0
2802,145,3,0,0,25500.0,1,0,0,0,2020,3,2900,1,750,1,0,1,0,3,1,1,1,1,0,0,2,0,124,0,0,5,0,0,0.0,60,0,0,1,0,0,1,0,1,25500.0,0,21,0
2803,1813,3,0,0,13000.0,1,0,1,0,2014,2,3000,1,750,1,0,0,0,12,2,0,0,0,0,0,1,1,27,0,0,6,0,0,0.0,20,0,0,1,0,0,4,0,0,13000.0,1,15,0
2804,3440,3,0,0,34500.0,1,0,0,0,2016,3,3000,1,750,1,0,0,0,8,1,1,1,2,2,0,2,0,77,0,0,13,0,1,0.0,48,1,0,1,0,0,1,0,0,34500.0,0,22,0
2805,155,3,0,0,8000.0,0,0,1,0,2015,2,3000,1,750,2,0,0,0,10,1,0,0,0,0,0,0,0,131,0,0,21,0,0,0.0,73,1,0,1,1,0,0,0,1,8000.0,0,2,0
2806,3459,2,0,0,17000.0,1,0,0,0,2014,2,2650,0,750,0,0,1,0,10,1,0,1,1,0,0,0,0,96,1,0,24,0,0,0.0,46,0,0,1,0,0,3,0,1,17000.0,0,3,0
2807,170,3,0,0,19000.0,0,0,0,0,2020,4,3000,1,750,0,0,0,0,2,1,1,1,0,0,0,3,1,156,0,0,8,0,0,0.0,47,0,0,1,0,0,4,0,1,19000.0,0,4,1
2808,1835,3,0,0,2500.0,1,0,1,0,2008,2,3000,0,750,0,0,1,0,12,1,0,0,0,0,0,0,0,63,1,0,4,0,0,0.0,44,0,0,1,0,0,2,0,1,2500.0,0,16,0
2809,180,3,0,0,16000.0,1,0,1,0,2018,1,3000,1,750,0,0,1,0,1,1,0,0,0,0,0,0,0,80,0,0,24,0,0,0.0,25,0,0,1,0,0,3,0,1,16000.0,0,9,0
2810,3472,1,0,3,22000.0,0,0,0,0,2020,3,2600,1,750,1,0,0,0,7,1,1,1,1,0,0,0,0,97,0,0,9,0,0,36000.0,72,1,0,1,1,0,1,0,1,58000.0,0,7,0
2811,3477,3,0,0,13000.0,1,0,0,1,2014,3,3000,0,750,1,0,0,0,2,1,1,1,1,0,0,1,0,169,1,0,25,0,0,0.0,56,1,0,1,0,0,0,0,0,13000.0,0,8,0
2812,187,3,0,0,6000.0,1,0,1,0,2014,1,2900,1,750,2,0,1,0,3,1,0,0,0,0,0,0,0,149,0,0,8,0,0,0.0,57,0,0,1,0,0,4,0,1,6000.0,0,14,0
2813,1857,3,0,0,8500.0,1,0,1,0,2020,1,2850,0,750,2,0,0,0,12,1,0,0,0,0,0,0,0,122,1,0,11,0,0,0.0,48,1,0,1,0,0,2,0,1,8500.0,0,19,0
2814,3522,1,0,0,18500.0,0,1,0,0,2012,1,3000,0,750,3,0,0,1,10,1,0,1,1,0,1,0,0,33,1,0,9,0,0,0.0,43,0,0,0,0,0,2,0,1,18500.0,0,11,0
2815,3523,3,0,2,19000.0,1,0,0,0,2016,2,2500,1,800,1,0,0,0,4,2,1,1,1,0,0,1,1,31,0,0,22,0,0,23000.0,67,0,0,1,0,0,0,0,1,42000.0,0,16,0
2816,1872,1,0,0,20500.0,1,0,0,0,2018,2,3000,0,750,2,0,0,0,2,4,0,1,1,0,0,1,0,8,1,0,15,1,0,0.0,31,1,0,1,0,0,4,0,0,20500.0,0,9,0
2817,3525,3,0,0,13500.0,1,0,1,0,2015,1,3000,0,750,0,0,0,0,6,1,0,0,0,1,0,0,0,128,1,0,16,0,0,0.0,29,1,0,1,0,0,6,0,1,13500.0,0,8,0
2818,1881,3,0,0,13000.0,1,0,1,0,2016,2,3000,1,750,1,0,0,0,2,3,0,0,0,0,0,1,0,39,0,0,28,0,0,0.0,38,1,0,1,0,0,3,0,1,13000.0,0,17,0
2819,1903,3,0,0,21000.0,0,0,0,0,2017,3,2500,1,750,3,0,1,0,12,1,1,1,1,0,0,1,0,84,0,1,20,0,0,0.0,62,0,0,1,0,0,4,0,0,21000.0,0,13,1
2820,212,1,0,0,12500.0,1,0,1,0,2019,2,2950,1,750,1,0,0,0,7,1,0,0,0,0,0,0,0,62,0,0,10,0,0,0.0,61,1,0,1,0,0,2,0,1,12500.0,0,5,0
2821,217,3,1,1,22500.0,0,1,0,0,2019,1,3000,1,750,3,0,0,0,8,1,0,1,1,0,1,0,0,91,0,0,22,0,0,9000.0,52,0,0,0,0,0,3,0,1,31500.0,0,13,0
2822,3548,3,0,0,31000.0,0,0,0,0,2017,2,3000,1,750,3,0,0,0,2,1,0,1,2,0,0,0,0,27,0,0,8,0,0,0.0,37,1,0,1,0,0,4,0,1,31000.0,0,16,1
2823,1925,1,0,1,14500.0,1,0,1,0,2020,2,3000,0,750,1,0,0,0,10,1,0,0,0,0,0,0,1,116,1,0,2,0,0,25000.0,52,0,0,1,0,0,2,0,0,39500.0,1,13,0
2824,232,4,0,0,19000.0,1,0,0,0,2020,3,3000,1,750,3,0,0,0,8,1,1,1,1,0,0,2,0,72,0,0,4,0,0,0.0,47,1,0,1,0,0,6,0,1,19000.0,0,8,0
2825,3572,3,1,0,15500.0,0,1,0,0,2017,1,3000,1,750,0,0,0,0,12,2,0,1,0,0,1,0,0,46,0,1,18,0,0,0.0,21,0,0,0,0,0,2,0,0,15500.0,0,3,0
2826,253,1,0,0,18000.0,0,0,0,0,2016,2,3000,1,750,2,0,0,0,10,1,1,1,1,0,0,0,1,175,0,0,6,0,0,0.0,51,0,0,1,0,0,6,0,1,18000.0,0,15,1
2827,254,1,0,0,16000.0,0,0,0,0,2016,3,3000,1,750,0,1,0,0,11,2,1,1,0,0,0,0,0,36,0,0,14,0,0,0.0,30,1,0,1,0,0,3,0,1,16000.0,0,20,0
2828,261,3,0,1,11500.0,1,0,1,0,2017,2,3000,1,750,0,0,0,0,8,1,0,0,0,0,0,0,1,171,0,1,15,0,0,15000.0,59,0,0,1,0,0,3,0,0,26500.0,0,16,0
2829,1953,4,0,1,37000.0,1,0,0,0,2017,3,3000,1,750,1,0,0,0,6,1,1,1,2,0,0,0,0,160,0,0,6,0,0,9000.0,46,1,0,1,0,0,3,0,0,46000.0,1,18,0
2830,3590,1,0,0,31000.0,1,0,0,0,2018,3,2900,0,750,0,0,0,0,3,4,1,1,2,0,0,3,1,4,1,1,28,0,0,0.0,20,0,0,1,0,0,3,0,0,31000.0,0,14,0
2831,264,4,0,1,33000.0,1,0,0,0,2016,2,2600,1,750,0,0,0,0,2,2,0,0,2,0,0,0,0,22,0,0,13,0,0,15000.0,46,1,0,1,0,0,2,1,1,48000.0,0,14,0
2832,1954,1,0,4,32500.0,1,0,0,0,2013,3,3000,1,750,0,0,1,0,10,1,1,1,2,0,0,2,0,117,0,0,14,0,0,17500.0,28,0,0,1,0,0,0,0,1,50000.0,0,11,0
2833,3592,1,0,1,43500.0,0,0,0,0,2018,3,3000,1,750,1,0,0,0,10,1,1,1,2,0,0,2,0,131,0,0,25,0,0,14000.0,37,1,0,1,0,0,4,0,1,57500.0,0,8,1
2834,1962,3,0,0,18000.0,0,0,0,1,2020,1,3000,0,750,3,1,1,0,10,1,0,1,0,0,0,0,0,39,1,0,11,0,0,0.0,36,0,0,1,0,0,4,0,0,18000.0,0,5,0
2835,3600,4,0,1,34500.0,1,0,0,0,2019,3,3000,1,750,0,0,0,0,3,1,1,1,2,0,0,3,1,126,0,0,31,0,0,9500.0,54,0,0,1,0,0,6,0,1,44000.0,0,15,0
2836,281,3,0,0,21000.0,0,0,0,0,2020,3,3000,1,750,1,0,0,0,8,1,1,1,1,0,0,2,1,77,0,0,15,0,0,0.0,28,0,0,1,0,0,3,0,1,21000.0,0,17,1
2837,283,3,0,2,5500.0,1,0,0,0,2009,2,3000,1,750,0,0,1,0,2,4,1,1,1,0,0,1,0,25,0,0,12,0,0,13500.0,20,0,0,1,0,0,1,0,1,19000.0,0,13,0
2838,3610,2,0,0,10000.0,1,0,0,0,2015,4,3000,0,750,0,0,0,0,3,1,1,1,1,0,0,2,0,34,1,0,26,0,0,0.0,42,1,0,1,0,0,1,0,1,10000.0,0,3,0
2839,3614,1,0,0,4500.0,0,0,1,0,2014,2,3000,1,750,2,1,0,0,11,2,0,0,0,0,0,1,0,47,0,0,28,0,0,0.0,59,1,0,1,0,0,3,0,1,4500.0,0,8,0
2840,289,3,0,1,18500.0,1,0,0,0,2017,2,3000,1,750,2,0,0,0,12,3,0,1,1,0,0,0,1,24,0,0,27,0,0,30000.0,26,0,0,1,0,0,4,0,1,48500.0,0,15,0
2841,3627,2,0,1,39500.0,0,0,0,1,2019,3,3000,1,750,1,0,0,0,10,1,1,1,2,0,0,1,1,140,0,0,21,0,0,18000.0,43,0,0,1,1,0,0,0,0,57500.0,0,13,0
2842,3628,1,0,1,23000.0,1,0,0,0,2020,3,3000,1,750,0,0,0,0,11,1,1,1,1,0,0,1,0,372,0,0,23,0,0,15000.0,51,1,0,1,0,0,5,0,1,38000.0,0,5,0
2843,306,1,0,0,2000.0,1,0,0,0,2016,4,3000,1,750,2,0,0,0,4,1,1,1,0,0,0,2,0,92,0,0,10,0,1,0.0,50,1,0,1,0,0,2,0,0,2000.0,0,13,0
2844,323,2,0,0,19000.0,1,0,1,0,2018,2,2850,1,750,0,0,0,0,1,1,0,0,0,0,0,0,1,95,0,1,20,0,0,0.0,44,0,0,1,0,0,6,0,0,19000.0,0,10,0
2845,324,0,0,0,13500.0,1,0,1,0,2019,1,3000,0,750,0,0,0,0,3,2,0,0,0,1,0,0,0,14,1,0,12,0,0,0.0,46,1,0,1,0,0,1,0,1,13500.0,0,18,0
2846,2001,2,0,0,8500.0,1,0,1,0,2013,2,2950,1,750,0,0,0,0,2,1,0,0,0,0,0,0,0,79,0,0,8,0,0,0.0,27,1,0,1,0,0,4,0,1,8500.0,0,16,0
2847,331,3,0,0,17500.0,1,0,0,0,2013,2,3000,0,750,2,0,0,0,12,1,0,1,1,0,0,1,0,185,1,0,9,0,0,0.0,61,1,0,1,0,0,0,0,0,17500.0,1,15,0
2848,3640,4,0,3,24000.0,1,0,0,0,2011,3,2300,1,750,1,0,1,0,9,1,1,1,2,0,0,0,0,304,0,0,24,0,0,11500.0,68,0,0,1,0,0,1,0,0,35500.0,1,13,0
2849,2015,3,0,0,12500.0,0,0,0,0,2016,2,3000,0,750,1,1,0,0,2,1,1,1,1,0,0,0,1,471,1,0,11,0,0,0.0,75,0,0,1,0,0,0,0,0,12500.0,1,18,0
2850,3648,0,1,0,7500.0,0,1,0,0,2019,1,3000,0,750,1,0,0,0,8,4,0,1,0,0,1,0,0,3,1,0,3,0,1,0.0,18,0,0,0,0,0,5,0,0,7500.0,0,5,0
2851,2026,3,0,1,16500.0,1,0,0,0,2011,2,3000,1,750,1,0,0,0,10,1,1,1,1,0,0,1,0,62,0,0,3,0,0,25000.0,36,1,0,1,0,0,3,0,1,41500.0,0,1,0
2852,2028,3,0,0,6000.0,1,0,1,0,2017,2,2700,0,750,1,0,1,0,10,4,0,0,0,0,0,0,0,31,1,0,8,0,0,0.0,25,0,0,1,0,1,1,0,0,6000.0,1,5,0
2853,2039,3,1,0,8000.0,0,1,1,0,2015,1,3000,0,750,2,0,0,0,12,1,0,0,0,0,1,0,0,60,1,0,26,0,0,0.0,31,0,0,0,0,0,3,0,1,8000.0,0,17,0
2854,3660,0,0,1,16500.0,1,0,0,0,2008,2,2650,1,750,1,0,0,0,6,1,0,1,2,0,0,0,1,189,0,0,17,0,1,9500.0,47,0,0,1,0,0,0,0,0,26000.0,0,10,0
2855,3661,2,0,0,17000.0,1,0,1,0,2020,2,3000,0,750,2,0,0,0,2,1,0,0,0,0,0,2,0,68,1,0,3,0,0,0.0,37,1,0,1,0,0,6,0,1,17000.0,0,9,0
2856,2049,4,0,0,4000.0,1,0,0,0,2011,2,3000,1,750,0,0,0,0,4,1,0,1,1,0,0,0,0,196,0,0,16,0,0,0.0,71,1,0,1,0,1,1,0,1,4000.0,0,11,0
2857,2066,3,0,0,19000.0,0,1,0,0,2018,1,3000,1,750,0,0,0,1,10,5,0,1,1,0,1,0,0,8,0,0,20,0,0,0.0,43,0,0,0,0,0,6,0,1,19000.0,0,11,0
2858,2067,4,0,0,13500.0,1,0,0,0,2018,3,3000,0,750,1,0,0,0,2,2,1,1,1,0,0,2,1,53,1,0,13,0,0,0.0,54,0,0,1,0,0,2,0,0,13500.0,1,11,0
2859,3710,3,0,0,15500.0,1,0,1,0,2016,2,3000,0,750,0,0,1,0,4,1,0,0,0,0,0,1,0,61,1,0,10,0,0,0.0,28,0,0,1,0,0,2,0,1,15500.0,0,17,0
2860,401,0,0,0,8000.0,1,0,1,0,2012,2,2800,0,750,2,0,0,0,5,1,0,0,0,0,0,2,0,76,1,0,13,0,0,0.0,30,1,0,1,0,0,0,0,0,8000.0,1,11,0
2861,403,1,0,3,36500.0,1,0,0,0,2020,3,2950,1,750,3,0,0,0,12,1,1,1,2,0,0,3,1,161,0,0,9,0,0,17500.0,42,0,0,1,0,0,0,0,0,54000.0,1,9,0
2862,3732,1,0,0,10500.0,1,0,1,0,2010,2,2500,1,750,2,0,0,0,12,1,0,0,0,0,0,2,1,302,0,0,11,0,0,0.0,51,0,0,1,0,0,2,0,1,10500.0,0,10,0
2863,2095,3,0,0,14500.0,1,0,1,0,2016,1,2800,1,750,0,0,0,0,7,1,0,0,0,0,0,0,1,119,0,1,2,0,0,0.0,74,0,0,1,0,0,1,0,0,14500.0,0,9,0
2864,2103,1,0,0,5000.0,1,0,1,0,2012,2,2750,1,750,2,0,1,0,4,2,0,0,0,0,0,0,0,13,0,0,2,0,0,0.0,19,0,0,1,0,0,1,0,1,5000.0,0,4,0
2865,2104,3,0,0,10000.0,1,0,0,0,2008,2,3000,0,750,2,0,1,0,5,1,0,1,1,0,0,2,0,200,1,0,18,0,0,0.0,61,0,0,1,0,0,5,0,0,10000.0,1,0,0
2866,3735,3,0,0,8000.0,0,0,1,0,2020,1,3000,0,750,2,0,0,0,1,1,0,0,0,0,0,0,0,70,1,0,8,0,1,0.0,42,1,0,1,1,0,1,0,0,8000.0,0,18,0
2867,2114,3,0,3,24000.0,1,0,0,0,2018,3,3000,1,750,1,0,0,0,2,1,1,1,1,0,0,1,0,222,0,0,19,0,0,32500.0,39,1,0,1,0,0,1,0,1,56500.0,0,11,0
2868,448,4,0,2,27500.0,1,0,0,0,2014,4,2450,1,750,1,0,0,0,5,1,1,1,2,0,0,5,0,102,0,0,22,0,0,5500.0,59,1,0,1,0,0,2,0,1,33000.0,0,2,0
2869,449,1,0,0,12500.0,1,0,1,0,2016,1,3000,1,750,0,0,0,0,9,1,0,0,0,0,0,0,0,234,0,0,16,0,0,0.0,55,1,0,1,0,0,0,0,1,12500.0,0,8,0
2870,455,3,0,1,23500.0,1,0,0,0,2014,3,2650,1,750,1,0,0,0,1,3,1,1,2,0,0,1,0,4,0,1,22,0,0,9500.0,26,1,0,1,0,0,1,0,0,33000.0,0,11,0
2871,3758,1,0,1,18500.0,1,0,0,0,2019,2,2800,1,750,0,0,0,0,3,1,0,1,1,0,0,1,1,59,0,0,10,0,0,9500.0,33,0,0,1,0,0,6,0,1,28000.0,0,7,0
2872,3775,3,0,0,17500.0,1,0,1,0,2015,2,3000,1,750,0,0,0,0,8,1,0,0,0,0,0,0,0,83,0,0,28,0,0,0.0,50,1,0,1,0,0,2,0,1,17500.0,0,17,0
2873,482,3,0,1,32500.0,1,0,0,0,2017,3,3000,1,750,1,0,0,0,10,1,1,1,2,0,0,2,0,64,0,0,7,0,0,15000.0,52,1,0,1,0,0,0,0,0,47500.0,1,22,0
2874,3796,3,1,0,8000.0,0,1,0,0,2012,1,3000,1,750,0,0,0,0,8,1,0,1,0,0,1,0,0,465,0,0,11,0,0,0.0,59,0,0,0,0,0,6,0,1,8000.0,0,9,0
2875,500,1,1,0,11500.0,0,1,1,0,2017,1,3000,0,750,1,0,0,0,12,1,0,0,0,0,1,0,0,440,1,0,30,0,0,0.0,57,0,0,0,0,0,0,0,1,11500.0,0,8,0
2876,3815,3,0,1,8500.0,0,0,0,0,2014,2,2600,1,750,0,0,0,0,3,2,0,1,1,0,0,0,0,49,0,0,1,0,0,11000.0,25,1,0,1,0,0,4,0,1,19500.0,0,10,1
2877,2183,4,0,0,15500.0,1,0,1,0,2015,2,2700,1,750,0,0,1,0,1,1,0,0,0,0,0,1,0,101,0,0,4,0,0,0.0,46,0,0,1,0,0,4,0,1,15500.0,0,11,0
2878,515,4,0,0,1000.0,0,0,0,0,2008,1,3000,0,750,0,0,0,0,11,1,0,1,1,1,0,0,1,45,1,0,14,0,0,0.0,35,0,0,1,0,0,3,0,1,1000.0,0,9,1
2879,527,1,0,3,39000.0,1,0,0,0,2019,3,3000,0,750,3,0,0,0,10,1,1,1,2,2,0,1,0,122,1,0,1,0,0,16500.0,50,1,0,1,0,0,1,0,1,55500.0,0,4,0
2880,3844,3,0,0,12500.0,1,0,0,0,2013,2,3000,1,750,1,0,1,0,7,2,1,1,1,0,0,2,0,57,0,0,31,0,0,0.0,26,0,0,1,0,0,2,0,0,12500.0,1,16,0
2881,3850,3,0,0,10000.0,0,0,0,0,2015,3,3000,1,750,1,0,0,0,11,1,1,1,0,0,0,2,0,135,0,0,22,0,0,0.0,59,1,0,1,1,0,4,0,1,10000.0,0,20,0
2882,553,4,0,3,11000.0,1,0,0,0,2008,2,3000,0,750,3,0,0,0,9,1,0,1,1,0,0,0,1,98,1,0,5,0,0,74000.0,39,0,0,1,0,0,3,0,1,85000.0,0,16,0
2883,2233,3,0,0,10000.0,1,0,0,0,2011,1,3000,0,750,1,0,0,0,7,1,0,1,1,0,0,0,1,105,1,0,19,0,1,0.0,46,0,0,1,0,0,4,0,0,10000.0,0,11,0
2884,3861,1,0,3,30000.0,1,0,0,0,2020,3,3000,0,750,3,0,1,0,1,1,1,1,1,0,0,0,0,154,1,0,16,0,0,19000.0,61,0,0,1,0,0,2,0,1,49000.0,0,11,0
2885,2239,3,0,1,14500.0,1,0,0,0,2012,3,3000,1,750,0,0,1,0,10,1,1,1,2,0,0,2,0,93,0,0,1,0,0,9000.0,72,0,0,1,0,0,1,0,1,23500.0,0,7,0
2886,567,1,0,0,6500.0,0,0,1,0,2014,2,2500,1,750,2,0,0,0,8,1,0,0,0,0,0,0,0,82,0,0,16,0,0,0.0,43,1,0,1,0,0,4,0,1,6500.0,0,11,1
2887,3879,4,0,1,23000.0,0,0,0,0,2014,2,3000,0,750,1,0,0,0,12,1,1,1,2,1,0,0,0,141,1,0,19,0,0,25000.0,38,1,0,1,0,0,3,0,0,48000.0,1,8,1
2888,3882,3,0,0,19000.0,0,1,0,0,2019,1,2950,0,750,0,0,0,1,11,4,0,1,1,0,1,0,0,32,1,0,9,0,0,0.0,29,0,0,0,0,0,5,0,1,19000.0,0,11,0
2889,3883,1,0,1,42000.0,1,0,0,0,2020,3,3000,1,750,1,0,1,0,1,1,1,1,2,0,0,3,0,136,0,0,16,1,0,19000.0,40,0,0,1,0,0,2,0,0,61000.0,0,16,0
2890,593,1,0,1,39000.0,1,0,0,0,2018,2,3000,1,750,1,0,0,0,5,1,0,1,2,0,0,1,1,8,0,0,23,0,0,3000.0,22,0,0,1,0,0,3,0,1,42000.0,0,15,0
2891,3899,3,0,1,30000.0,0,0,0,0,2015,3,3000,1,750,0,0,0,0,5,1,1,1,2,0,0,0,0,169,0,0,22,0,0,15000.0,55,1,0,1,1,0,2,0,1,45000.0,0,13,0
2892,2282,2,0,1,29500.0,1,0,0,0,2020,2,3000,1,750,2,0,1,0,11,1,0,0,2,0,0,0,0,34,0,0,19,0,0,19000.0,30,0,1,1,0,0,1,0,0,48500.0,1,10,0
2893,2285,1,0,0,17000.0,1,0,0,0,2013,2,3000,0,750,0,0,0,0,11,1,0,1,1,0,0,2,0,152,1,0,1,0,0,0.0,33,1,0,1,0,0,4,0,1,17000.0,0,13,0
2894,3915,4,1,0,13000.0,0,1,0,0,2018,1,2750,1,750,0,0,0,0,10,2,0,1,0,0,1,0,0,46,0,1,3,0,0,0.0,45,0,0,0,0,0,3,0,0,13000.0,0,10,0
2895,2292,4,0,0,11500.0,1,0,0,0,2020,3,3000,1,750,0,0,0,0,1,1,1,1,0,1,0,3,1,38,0,0,19,0,0,0.0,37,0,0,1,0,0,5,0,1,11500.0,0,13,0
2896,2293,3,0,2,29500.0,0,0,0,0,2018,4,3000,0,750,1,0,1,0,4,1,1,1,2,0,0,2,0,273,1,0,27,0,0,20000.0,59,0,0,1,1,0,5,0,1,49500.0,0,9,0
2897,3927,1,0,0,18000.0,1,0,1,0,2018,1,3000,0,750,2,0,1,0,12,1,0,0,0,0,0,0,0,89,1,0,5,0,0,0.0,69,0,0,1,0,0,3,0,1,18000.0,0,1,0
2898,639,1,0,1,35000.0,1,0,0,0,2019,3,3000,1,750,0,0,0,0,11,1,1,1,2,0,0,0,0,88,0,0,6,0,0,14500.0,32,1,0,1,0,0,2,0,1,49500.0,0,6,0
2899,644,4,0,0,15500.0,0,0,0,0,2013,2,3000,1,750,3,0,1,0,4,1,0,1,1,1,0,2,0,207,0,0,5,0,0,0.0,54,0,0,1,1,0,4,0,1,15500.0,0,17,0
2900,2331,1,0,0,16500.0,1,0,0,0,2019,2,3000,1,750,2,0,0,0,1,1,1,1,0,0,0,1,0,277,0,0,21,0,0,0.0,71,1,0,1,0,0,0,0,1,16500.0,0,19,0
2901,3935,0,0,0,16000.0,1,0,0,0,2016,2,2750,1,950,1,0,1,0,10,1,1,1,1,0,0,1,0,142,0,0,14,0,0,0.0,30,0,0,1,0,0,0,0,0,16000.0,1,18,0
2902,2340,3,0,0,10000.0,1,0,0,0,2013,2,2750,0,750,0,0,1,0,8,1,1,1,1,0,0,0,0,196,1,0,20,0,0,0.0,75,0,0,1,0,0,1,0,1,10000.0,0,12,0
2903,3944,1,0,4,20000.0,1,0,0,0,2013,4,3000,0,750,1,0,0,0,12,1,1,1,2,0,0,3,1,130,1,1,18,0,0,12000.0,39,0,0,1,0,0,2,0,0,32000.0,0,14,0
2904,679,2,0,1,32000.0,1,0,0,0,2015,3,3000,0,750,3,0,0,0,3,1,1,1,2,0,0,3,0,118,1,0,12,0,0,4000.0,58,1,0,1,0,0,1,0,0,36000.0,1,4,0
2905,2353,4,0,0,7000.0,1,0,0,0,2013,2,2950,1,750,0,0,0,0,10,1,1,1,1,0,0,1,1,157,0,0,12,0,0,0.0,41,0,0,1,0,0,5,0,1,7000.0,0,8,0
2906,3963,1,0,0,12500.0,0,0,1,0,2007,1,2250,0,750,0,1,0,0,5,1,0,0,0,0,0,0,0,164,1,0,14,0,0,0.0,57,1,0,1,0,0,1,0,1,12500.0,0,5,0
